name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Linyi,3/17/22,11.7,6.5,8.3,11.7,4.2,6.3,3.3,70.8,0,0,0,,0,0,36,18,105.8,1018.5,65.3,17.6,74.3,6.4,2,10,2022-03-17T06:45:26,2022-03-17T18:45:54,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/18/22,17.1,3.7,10,17.1,2.1,9.3,4.3,68.8,0,0,0,rain,0,0,36,14,169.4,1011.9,42.1,17.5,214.3,18.2,7,10,2022-03-18T06:44:02,2022-03-18T18:46:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/19/22,11.4,4,8.1,11.4,0.8,6.2,-1,53.4,0,0,0,,0,0,46.8,21.6,101.2,1014.5,52.5,17.6,93.7,7.8,4,10,2022-03-19T06:42:37,2022-03-19T18:47:33,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/20/22,12.7,3,7.9,12.7,1,6.9,-1.1,53.4,0.1,100,4.17,rain,0,0,46.8,14.4,125.6,1017.6,59.4,17.5,226.8,19.6,7,10,2022-03-20T06:41:13,2022-03-20T18:48:22,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"53959099999,remote"
Linyi,3/21/22,12.1,6.1,8.5,12.1,4,7.2,2.3,65.3,0.2,100,4.17,rain,0,0,36,14.4,107.8,1020.4,66.6,17.3,108.1,9.5,3,10,2022-03-21T06:39:48,2022-03-21T18:49:11,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"53959099999,remote"
Linyi,3/22/22,10.8,4.3,7.9,10.8,1.2,6.4,0.7,61.9,0,0,0,,0,0,36,18,122.3,1023.7,56.4,17.5,150.6,13,6,10,2022-03-22T06:38:24,2022-03-22T18:50:00,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/23/22,19.2,2.7,10.3,19.2,1.4,9.9,4,68.7,0,0,0,,0,0,28.8,12.2,178,1015.7,17.6,17.6,262.1,22.7,9,10,2022-03-23T06:36:59,2022-03-23T18:50:49,0.66,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,3/24/22,20.1,7.2,13.5,20.1,5.9,13.2,4.2,54.6,0,0,0,,0,0,36,16.9,102,1004.4,63.3,17.8,140.1,11.9,6,10,2022-03-24T06:35:35,2022-03-24T18:51:38,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/25/22,14.7,8.4,11,14.7,5.2,10.7,3.5,62.7,5,100,8.33,rain,0,0,47.2,32.8,236.5,1011.7,56,17.4,86.9,7.7,4,10,2022-03-25T06:34:10,2022-03-25T18:52:26,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"53959099999,remote"
Linyi,3/26/22,17.9,5.9,11.4,17.9,5.4,10.9,-5.6,35.9,0,0,0,,0,0,38.2,17.6,263.7,1019.9,66.7,17.4,188.5,16.3,6,10,2022-03-26T06:32:45,2022-03-26T18:53:15,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/27/22,18.4,6.1,11.6,18.4,3.9,11.1,-7.9,26.6,0,0,0,,0,0,45,20.9,128,1021.3,61.3,17.7,233.5,20.2,8,10,2022-03-27T06:31:21,2022-03-27T18:54:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/28/22,19.7,5.5,12.4,19.7,2.4,11.5,-0.4,42,0,0,0,,0,0,50.4,35.6,109,1015.2,6.9,17.7,273.7,23.4,9,10,2022-03-28T06:29:56,2022-03-28T18:54:52,0.92,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,3/29/22,20.7,8.8,14.5,20.7,7.6,14.2,6.3,59.5,0,0,0,,0,0,39.6,14.4,184.1,1013.8,58.8,17.5,213.5,18.4,7,10,2022-03-29T06:28:32,2022-03-29T18:55:40,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/30/22,22.2,9.6,15.7,22.2,9.6,15.7,4,51.6,0,0,0,,0,0,25.2,16.2,107.7,1020.1,58.5,17.6,224.3,19.4,8,10,2022-03-30T06:27:08,2022-03-30T18:56:28,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,3/31/22,17.7,11.3,14.3,17.7,11.3,14.3,-1.2,38.7,0,0,0,,0,0,32.4,14.4,149.2,1029.3,66.7,17.7,170.7,14.8,7,10,2022-03-31T06:25:44,2022-03-31T18:57:16,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/1/22,20.4,7.3,13.3,20.4,5,12.9,0.5,43.7,0,0,0,,0,0,28.8,13.7,156.8,1030.7,38.3,18.9,275.7,23.7,9,10,2022-04-01T06:24:20,2022-04-01T18:58:04,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/2/22,20.1,5.9,12.5,20.1,4.2,12.1,-7.6,27.7,0,0,0,,0,0,45.7,26.3,279,1028.6,1.2,18.7,298.9,26.1,10,10,2022-04-02T06:22:56,2022-04-02T18:58:53,0.01,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/3/22,22.7,6.4,14.1,22.7,3.6,13.5,-2.3,33.1,0,0,0,,0,0,36.4,22.3,101.5,1022.2,17.2,17.6,285,24.7,9,10,2022-04-03T06:21:33,2022-04-03T18:59:41,0.03,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/4/22,25.1,10.8,16.7,25.1,10.8,16.7,6.1,51.6,0,0,0,,0,0,32.4,14,158.8,1020,66.7,18,230.4,19.9,8,10,2022-04-04T06:20:10,2022-04-04T19:00:29,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/5/22,26.9,11.2,18.4,26.2,11.2,18.3,2.5,40.9,0,0,0,,0,0,25.2,15.1,210.8,1018.5,16.7,17.7,291.9,25.3,9,10,2022-04-05T06:18:47,2022-04-05T19:01:17,0.09,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/6/22,28.9,9.6,18.9,27.3,8.7,18.7,-1.4,29,0,0,0,,0,0,25.2,15.1,193.9,1017.5,12.2,17.3,294.8,25.5,9,10,2022-04-06T06:17:25,2022-04-06T19:02:05,0.12,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/7/22,28.4,11.7,18.9,26.9,11.7,18.8,0.4,33.6,0,0,0,,0,0,21.6,14,130.5,1016.6,0,18.2,306.8,26.6,9,10,2022-04-07T06:16:03,2022-04-07T19:02:53,0.17,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/8/22,29.4,13.1,20.4,27.8,13.1,20.1,5.4,40.1,0,0,0,,0,0,27.7,23.4,156.1,1009.8,23.5,18.8,290.1,25.2,9,10,2022-04-08T06:14:41,2022-04-08T19:03:41,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,4/9/22,32.1,14.9,22.4,29.8,14.9,21.9,5,35.4,0,0,0,,0,0,25.6,16.2,190.1,1006,11.9,17.6,296.2,25.5,9,10,2022-04-09T06:13:20,2022-04-09T19:04:30,0.26,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/10/22,33.1,15.4,23.5,30.7,15.4,22.9,2.6,27.8,0,0,0,,0,0,28.8,11.9,139.9,1003.8,0,17.5,298.3,25.7,9,10,2022-04-10T06:12:00,2022-04-10T19:05:18,0.31,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/11/22,30.7,14.9,21.9,28.7,14.9,21.5,3,33.4,0,0,0,rain,0,0,75.6,61.9,219.7,1006,38,17.4,263.5,22.7,9,10,2022-04-11T06:10:40,2022-04-11T19:06:06,0.35,Partially cloudy,Partly cloudy throughout the day.,wind,"53959099999,remote"
Linyi,4/12/22,19.1,10.1,14.5,19.1,10.1,14.5,2.8,51.8,2.3,100,8.33,rain,0,0,57.6,21.2,204.2,1015.9,70.8,19.2,189.4,16.5,8,10,2022-04-12T06:09:20,2022-04-12T19:06:55,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"53959099999,remote"
Linyi,4/13/22,20.6,9.5,15.2,20.6,8.4,15.1,4.6,52.2,0,0,0,,0,0,28.8,14.8,120,1014.7,40.6,18.4,292,25.3,9,10,2022-04-13T06:08:01,2022-04-13T19:07:43,0.44,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,4/14/22,17.2,11.7,13.9,17.2,11.7,13.9,2.1,45.9,0,0,0,,0,0,41.4,25.2,89.1,1019.4,69.4,18.7,171.7,14.8,8,10,2022-04-14T06:06:42,2022-04-14T19:08:31,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/15/22,15.2,7.8,11.7,15.2,7.1,11.4,1.8,53.8,0.1,100,4.17,rain,0,0,36.4,33.5,115.9,1025.8,66.7,18.4,155,13.4,6,10,2022-04-15T06:05:24,2022-04-15T19:09:20,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"53959099999,remote"
Linyi,4/16/22,17.7,5.8,11.6,17.7,4.3,11.2,-0.7,46.4,0,0,0,,0,0,36,14,112.3,1022.8,66.1,17.8,256.3,22,8,10,2022-04-16T06:04:07,2022-04-16T19:10:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/17/22,18.6,5.9,12.2,18.6,5.9,12.1,4,59.3,0,0,0,,0,0,36,24.1,224.7,1019,65.4,18.4,236.8,20.3,9,10,2022-04-17T06:02:51,2022-04-17T19:10:57,0.51,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/18/22,20.4,7.1,13.8,20.4,4.4,13.3,1.1,45.7,0,0,0,,0,0,43.2,29.2,286.1,1020.8,19.6,18.7,309.6,26.9,10,10,2022-04-18T06:01:35,2022-04-18T19:11:46,0.52,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,4/19/22,22.7,6.7,15.2,22.7,6.7,15.1,0.2,38.5,0,0,0,,0,0,32.4,11.5,222,1019.1,29.6,17.4,297,25.7,9,10,2022-04-19T06:00:19,2022-04-19T19:12:35,0.55,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,4/20/22,25.9,8.4,17.5,25.9,8.4,17.5,1.9,37.5,0,0,0,,0,0,25.9,23.8,202.1,1008.8,26.1,18.4,314.2,27.3,10,10,2022-04-20T05:59:05,2022-04-20T19:13:23,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/21/22,29.2,12.2,20.3,27.7,12.2,20.1,5.8,41.4,0,0,0,,0,0,25.2,10.8,178.3,1003,49.6,21.9,285.8,24.8,9,10,2022-04-21T05:57:51,2022-04-21T19:14:12,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/22/22,25.1,15.6,19.7,25.1,15.6,19.7,-1.7,26.2,0,0,0,,0,0,32.4,19.1,70.8,1009.8,56.5,21.5,207.9,17.8,9,10,2022-04-22T05:56:38,2022-04-22T19:15:01,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/23/22,30.2,11.9,20.5,28.3,11.9,20.2,4.1,36.4,0,0,0,,0,0,21.6,11.2,111.7,1007.6,30.6,21.7,311.3,26.9,10,10,2022-04-23T05:55:26,2022-04-23T19:15:50,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/24/22,26.9,16.9,21,26.3,16.9,21,9.1,48,0,0,0,,0,0,32.4,19.4,172.4,1005.4,66.7,20.3,125.1,10.9,5,10,2022-04-24T05:54:15,2022-04-24T19:16:39,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/25/22,30.1,14,21.8,28.5,14,21.6,10.3,51.4,0,0,0,,0,0,25.2,16.2,216.4,1004.9,33.4,22.1,306.8,26.3,9,10,2022-04-25T05:53:05,2022-04-25T19:17:28,0.86,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,4/26/22,30.8,15.2,23.2,28.8,15.2,22.8,9.2,44.5,0,0,0,,0,0,45.4,32.8,200.1,1005.7,50.7,21.9,282,24.4,9,10,2022-04-26T05:51:56,2022-04-26T19:18:17,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/27/22,24.9,14.2,19.4,24.9,14.2,19.4,7.1,46.6,0.9,100,4.17,rain,0,0,52.6,41.4,136.5,1011.5,44.9,21.1,304.5,26.1,10,10,2022-04-27T05:50:47,2022-04-27T19:19:06,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,4/28/22,17.5,10.2,12.9,17.5,10.2,12.9,8.6,77,19.1,100,16.67,rain,0,0,46.8,18.4,228.8,1019,47.4,16.2,153.6,13.3,6,10,2022-04-28T05:49:40,2022-04-28T19:19:55,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,4/29/22,20.1,8.1,14.3,20.1,7,14,7,65.5,0,0,0,,0,0,18,9.7,127.5,1019.4,55,19.6,246.2,21.4,9,10,2022-04-29T05:48:33,2022-04-29T19:20:45,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,4/30/22,18.9,10.6,14.9,18.9,10.6,14.9,3.5,51.5,0.7,100,8.33,rain,0,0,43.6,26.3,257.2,1022.9,66.7,19,180.6,15.6,8,10,2022-04-30T05:47:28,2022-04-30T19:21:34,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"53959099999,remote"
Linyi,5/1/22,22.9,6.9,16,22.9,6.9,15.9,-4.7,29,0,0,0,,0,0,36,21.6,282.3,1021.7,25,21,340.4,29.4,10,10,2022-05-01T05:46:24,2022-05-01T19:22:23,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,5/2/22,26.7,9,18,26.7,8,17.9,-2.2,28,0,0,0,,0,0,36,19.8,239.6,1017.9,18.9,22.1,325.9,28.2,10,10,2022-05-02T05:45:20,2022-05-02T19:23:12,0.01,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/3/22,29.2,8.9,19.5,27.5,8.9,19.2,0.1,31.1,0,0,0,,0,0,28.8,14.8,197.3,1015.5,0.7,22.1,338.2,29.1,10,10,2022-05-03T05:44:18,2022-05-03T19:24:01,0.03,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/4/22,30.9,11.1,21.6,28.8,11.1,21.2,2.2,30.6,0,0,0,,0,0,25.2,11.5,130.7,1009.5,3.4,22.5,335.1,28.9,10,10,2022-05-04T05:43:17,2022-05-04T19:24:50,0.06,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/5/22,32.6,15.8,24.1,30.3,15.8,23.5,6.9,34.9,0,0,0,,0,0,28.8,15.5,122.2,1004.9,22.5,23.7,322,27.6,10,10,2022-05-05T05:42:17,2022-05-05T19:25:39,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,5/6/22,33.5,18,25.1,31.6,18,24.6,10.5,41.9,0,0,0,,0,0,51.8,33.5,102.5,1006.6,15.4,22.9,325,28.1,10,10,2022-05-06T05:41:19,2022-05-06T19:26:28,0.13,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/7/22,24.2,13.5,19.2,24.2,13.5,19.2,8.7,51.8,0,0,0,,0,0,46.8,37.8,116.7,1014.7,19.7,21.2,320.9,27.7,9,10,2022-05-07T05:40:21,2022-05-07T19:27:16,0.18,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/8/22,21.7,10.4,15.4,21.7,10.4,15.4,7.7,61,0.3,100,8.33,rain,0,0,46.8,21.6,88.3,1016,42,19.1,187,16.2,9,10,2022-05-08T05:39:25,2022-05-08T19:28:05,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,5/9/22,16.1,8.1,10.8,16.1,6.6,10.4,8.1,83.6,12.2,100,12.5,rain,0,0,36,14.4,119.9,1018.7,53.6,15.8,46.4,3.8,3,10,2022-05-09T05:38:30,2022-05-09T19:28:53,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"53959099999,remote"
Linyi,5/10/22,22.7,8.1,15.3,22.7,8.1,15.2,9.3,70.4,0,0,0,,0,0,21.6,13,152,1013.2,31.8,19.9,327.5,28.2,10,10,2022-05-10T05:37:37,2022-05-10T19:29:41,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/11/22,22.8,14.7,18.3,22.8,14.7,18.3,10.7,63,0,0,0,,0,0,50.4,31.3,110.5,1012.1,46.4,18.9,267.4,23,8,10,2022-05-11T05:36:44,2022-05-11T19:30:30,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/12/22,23.6,11.4,16.7,23.6,11.4,16.7,9.2,63.2,0,0,0,rain,0,0,64.8,32.4,80.7,1012,34.4,19.4,321.1,27.7,10,10,2022-05-12T05:35:53,2022-05-12T19:31:17,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/13/22,21.1,10.1,15.6,21.1,10.1,15.6,3.7,53,2.3,100,8.33,rain,0,0,64.8,28.1,267,1017.1,47.8,19.8,326.1,28.2,10,10,2022-05-13T05:35:04,2022-05-13T19:32:05,0.45,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain clearing later.,rain,"53959099999,remote"
Linyi,5/14/22,19.2,9.9,14.3,19.2,6.9,14.2,3.3,51.1,0.1,100,4.17,rain,0,0,32.4,23.8,252.4,1020.5,53,19.7,232.3,20,8,10,2022-05-14T05:34:15,2022-05-14T19:32:52,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"53959099999,remote"
Linyi,5/15/22,24.4,7.9,15.4,24.4,7.3,15.1,4.3,54.7,0,0,0,,0,0,32.4,14.4,228,1019.4,53.5,21,316.8,27.4,9,10,2022-05-15T05:33:28,2022-05-15T19:33:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/16/22,26.9,9.4,19.3,26.7,9.4,19.2,-0.9,31.3,0,0,0,,0,0,36,18,219.5,1014,18.5,21.9,351.8,30.3,10,10,2022-05-16T05:32:43,2022-05-16T19:34:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/17/22,29.7,9.4,20.8,27.9,9.4,20.4,-0.9,27.7,0,0,0,,0,0,28.8,14.8,200.3,1011,5,22.1,353,30.6,10,10,2022-05-17T05:31:59,2022-05-17T19:35:13,0.52,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/18/22,30.7,13.4,22.9,28.7,13.4,22.3,1.6,28.5,0,0,0,,0,0,32.4,27.4,110,1010.9,57.7,22.5,304.1,26.2,9,10,2022-05-18T05:31:17,2022-05-18T19:35:59,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/19/22,28.9,15.5,22.1,27.5,15.5,21.8,8.9,45.8,0,0,0,,0,0,43.9,20.2,120.9,1011.4,58.7,22.7,319,27.5,10,10,2022-05-19T05:30:36,2022-05-19T19:36:44,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/20/22,30.9,14.4,23.5,29.2,14.4,22.9,7.8,40.5,0,0,0,,0,0,32,13.3,101.8,1010.2,28.8,23.1,340.8,29.5,10,10,2022-05-20T05:29:56,2022-05-20T19:37:30,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/21/22,32.7,16.9,25.4,30.5,16.9,24.6,5.7,30.7,0,0,0,,0,0,25.2,20.9,127.3,1007.4,66.3,23.2,292,25,9,10,2022-05-21T05:29:18,2022-05-21T19:38:14,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/22/22,32.4,18.2,25.4,30.1,18.2,24.6,6.8,35,0,0,0,,0,0,44.3,22.3,149.4,1004.5,39,23.5,322.2,27.8,10,10,2022-05-22T05:28:42,2022-05-22T19:38:59,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/23/22,32.4,17.6,25.2,30.5,17.6,24.5,7.4,34.4,0,0,0,,0,0,43.2,18.7,109.3,1005,3.5,23.8,343.2,29.8,10,10,2022-05-23T05:28:07,2022-05-23T19:39:43,0.79,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/24/22,34.7,19.2,26.6,32.9,19.2,25.9,9.9,37.3,0,0,0,,0,0,46.8,15.1,114.8,1007.1,13.9,23.8,339.2,29.2,10,10,2022-05-24T05:27:33,2022-05-24T19:40:26,0.85,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,5/25/22,34.6,19.2,25.1,32.6,19.2,24.7,10.8,43.9,1,100,4.17,rain,0,0,42.8,37.1,92.3,1007.9,57.9,22.1,208.8,17.8,9,10,2022-05-25T05:27:02,2022-05-25T19:41:08,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,5/26/22,29.3,17.6,23.1,28.1,17.6,22.8,7.1,36.7,0,0,0,,0,0,32.4,13,160.6,1008.4,57.6,23,300.9,26,9,10,2022-05-26T05:26:31,2022-05-26T19:41:50,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/27/22,31.5,16.9,24.7,29.3,16.9,24.2,9.6,42.9,0,0,0,,0,0,21.6,12.2,139.3,1003.8,66.7,22.2,262,22.6,9,10,2022-05-27T05:26:03,2022-05-27T19:42:32,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/28/22,33.1,17.9,25.7,30.9,17.9,25,9.9,40.9,0,0,0,,0,0,21.6,16.9,189,998.9,42.7,22.9,328.7,28.4,10,10,2022-05-28T05:25:36,2022-05-28T19:43:12,0.99,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/29/22,33,18.2,26.6,31,18.2,25.8,6.3,30.4,0,0,0,,0,0,46.8,38.9,220.6,1000.4,60.9,23.4,251,21.5,9,10,2022-05-29T05:25:10,2022-05-29T19:43:52,1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/30/22,30.5,16.7,24,28.5,16.7,23.4,-1.7,21.3,0,0,0,,0,0,46.8,21.6,202.7,1008.2,42.5,23.2,332.5,28.8,10,10,2022-05-30T05:24:47,2022-05-30T19:44:31,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,5/31/22,31.3,16.9,24.4,29.2,16.9,23.8,2.3,27.7,0,0,0,,0,0,37.1,24.8,158.8,1004.1,64.4,22.2,201.7,17.5,5,10,2022-05-31T05:24:25,2022-05-31T19:45:10,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/1/22,35.1,16.7,26.3,33,16.7,25.6,10.5,41.6,0,0,0,,0,0,50,27.7,174.3,1002.7,12.9,23.2,345.7,29.9,10,10,2022-06-01T05:24:04,2022-06-01T19:45:47,0.02,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/2/22,36.2,21.9,29.3,33.9,21.9,28.2,8.7,29.5,0,0,0,,0,0,46.4,27.4,103.8,1000.4,32.4,24.6,346,30,10,10,2022-06-02T05:23:46,2022-06-02T19:46:24,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
