name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Linyi,6/3/22,36.1,22.2,30.4,34.1,22.2,29.4,11,32.2,0,0,0,,0,0,41.4,24.8,102.9,1000.1,46.3,25,312.5,26.9,9,10,2022-06-03T05:23:28,2022-06-03T19:47:00,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/4/22,25.7,17.6,21.3,25.7,17.6,21.3,15.4,70.7,4.3,100,12.5,rain,0,0,50.8,38.9,265.4,1006.4,64,19,92.7,8.1,5,10,2022-06-04T05:23:13,2022-06-04T19:47:35,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,6/5/22,35.3,16.1,24.8,32.5,16.1,24.2,9.4,48.9,0,0,0,,0,0,32.4,25.2,204.8,1005.1,30.1,23.2,353.3,30.5,10,10,2022-06-05T05:22:59,2022-06-05T19:48:08,0.14,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,6/6/22,35.6,18.7,28.1,32.8,18.7,26.9,1.4,25,0,0,0,,0,0,32.4,24.1,191.3,1003.7,38.9,23,343.8,29.6,10,10,2022-06-06T05:22:47,2022-06-06T19:48:41,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/7/22,34.9,21,27.6,32.3,21,26.7,4.3,24.3,0,0,0,,0,0,39.6,19.4,126.3,1004.2,48.1,23.9,314.2,27.1,10,10,2022-06-07T05:22:36,2022-06-07T19:49:13,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/8/22,36.8,19.1,28.6,34.4,19.1,27.5,7.9,31,0,0,0,,0,0,47.2,34.2,171.6,1003.1,30.8,23.9,342.3,29.6,10,10,2022-06-08T05:22:28,2022-06-08T19:49:44,0.29,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,6/9/22,32.5,18.6,25.7,32,18.6,25.4,13,49,60,100,8.33,rain,0,0,64.8,25.6,125.8,1005.6,69.7,21.7,246.2,21.1,8,10,2022-06-09T05:22:20,2022-06-09T19:50:13,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,6/10/22,31,16.7,24.2,30.4,16.7,23.9,14.8,60.5,0.5,100,4.17,rain,0,0,64.8,11.2,129,1006.7,12.4,22.9,345.5,29.9,10,10,2022-06-10T05:22:15,2022-06-10T19:50:42,0.39,Rain,Clear conditions throughout the day with early morning rain.,rain,"53959099999,remote"
Linyi,6/11/22,33.4,21,26.9,31.6,21,26.6,13.7,45.8,0.1,100,4.17,rain,0,0,42.5,31.7,128.8,1005.5,45,24.7,302.8,26.3,10,10,2022-06-11T05:22:11,2022-06-11T19:51:09,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,6/12/22,29.6,19.7,24,28.2,19.7,23.8,15.6,62.7,17.1,100,12.5,rain,0,0,28.8,14.8,209.9,1006.7,38.9,22.3,307.8,26.3,10,10,2022-06-12T05:22:09,2022-06-12T19:51:35,0.47,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,6/13/22,33.4,18.6,26.6,31.7,18.6,25.8,9.9,43.7,0,0,0,,0,0,43.6,32.4,218.1,1004.1,1.6,24,357,30.8,10,30,2022-06-13T05:22:08,2022-06-13T19:52:00,0.49,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/14/22,34.9,17.4,27.5,32.2,17.4,26.5,5.1,27.5,0,0,0,,0,0,32.4,14.8,161.6,1004.4,0.3,24.6,359,31,10,10,2022-06-14T05:22:09,2022-06-14T19:52:23,0.5,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/15/22,35.2,18.7,28.8,33.4,18.7,27.8,6.4,27.6,0,0,0,,0,0,28.8,14.4,121.1,1002.9,0,24.2,358,31,10,10,2022-06-15T05:22:11,2022-06-15T19:52:45,0.51,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/16/22,37.4,22.6,30.3,36.4,22.6,29.4,9.7,30.4,0,0,0,,0,0,24.8,15.1,154.7,1001,0.2,24.8,353.5,30.5,10,10,2022-06-16T05:22:15,2022-06-16T19:53:06,0.53,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/17/22,40.1,21.1,31.7,37.4,21.1,30.4,8.9,27.6,0,0,0,,0,0,51.1,30.6,139.3,998.8,34.3,24.7,345.1,29.7,10,10,2022-06-17T05:22:21,2022-06-17T19:53:25,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/18/22,37.9,22.7,31.1,35.6,22.7,29.9,9.6,28.1,0,0,0,,0,0,44.3,34.6,116.6,999.4,26.2,25.5,348.8,30,10,10,2022-06-18T05:22:28,2022-06-18T19:53:43,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,6/19/22,36.6,23.7,30.5,35.1,23.7,30.1,14.3,39,0,0,0,,0,0,43.6,34.6,114.1,1000.9,38.2,25.3,327.4,28.5,10,10,2022-06-19T05:22:37,2022-06-19T19:54:00,0.67,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,6/20/22,36.6,23.6,31,35.2,23.6,30.3,13.7,37.8,0,0,0,,0,0,48.2,33.8,109.4,999.1,29.3,25,335.3,29,10,10,2022-06-20T05:22:47,2022-06-20T19:54:15,0.72,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"53959099999,remote"
Linyi,6/21/22,37.6,25.4,31.4,36.5,25.4,31,14,35.8,0,0,0,,0,0,43.2,26.6,118.8,997.4,45.6,25.7,295.6,25.5,9,10,2022-06-21T05:22:58,2022-06-21T19:54:29,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/22/22,36.9,24.8,29.6,39,24.8,30.7,19.4,56.3,9,100,4.17,rain,0,0,49.3,36.4,179.4,999.2,46.3,22.8,259.3,22.4,9,10,2022-06-22T05:23:11,2022-06-22T19:54:41,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,6/23/22,37.5,22.4,29.6,36.7,22.4,29.5,17,54,0,0,0,,0,0,39.6,18,260.9,1002,10.7,25.1,346.8,29.9,10,10,2022-06-23T05:23:26,2022-06-23T19:54:51,0.87,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/24/22,38.8,22.7,31.8,37.5,22.7,31.1,12.1,34.8,0,0,0,,0,0,25.2,13,188.8,999.9,8.3,24.8,351.8,30.3,10,10,2022-06-24T05:23:42,2022-06-24T19:55:01,0.91,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,6/25/22,40.9,23.2,33.6,37.3,23.2,31.8,7.8,24.3,0,0,0,,0,0,42.1,27,122.1,996.1,58.4,25.2,335.8,28.9,9,10,2022-06-25T05:23:59,2022-06-25T19:55:08,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,6/26/22,32.2,22.6,29,33.8,22.6,29.5,17.4,51.5,3,100,4.17,rain,0,0,50.4,23,172.6,998.3,64.9,24,60.2,5.2,4,10,2022-06-26T05:24:18,2022-06-26T19:55:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,6/27/22,34.9,21.5,27.6,33.8,21.5,27.5,17.2,58.8,3.2,100,8.33,rain,0,0,50.4,17.6,262.8,998.7,43.6,22.8,302.5,26.2,10,10,2022-06-27T05:24:37,2022-06-27T19:55:18,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"53959099999,remote"
Linyi,6/28/22,33.4,22.7,28.3,32.3,22.7,27.7,12.5,40,1,100,4.17,rain,0,0,39.6,28.4,294.4,998.6,13.4,24.3,248.4,21.6,10,10,2022-06-28T05:24:59,2022-06-28T19:55:21,1,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,6/29/22,35.3,20.7,29.1,34.1,20.7,28.6,13.4,41.1,0.1,100,4.17,rain,0,0,39.6,21.2,285.8,1000.2,7.3,24.3,344.3,29.6,10,10,2022-06-29T05:25:21,2022-06-29T19:55:22,0,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,6/30/22,36.9,24.3,29.6,35.3,24.3,29.5,15.1,44,0.3,100,4.17,rain,0,0,44.6,25.2,113.4,1002.5,2.9,25,335.5,29,10,30,2022-06-30T05:25:45,2022-06-30T19:55:21,0.01,Rain,Clear conditions throughout the day with early morning rain.,rain,"53959099999,remote"
Linyi,7/1/22,37,23.3,29.4,37.2,23.3,29.8,17.5,51.8,0,0,0,,0,0,40,23.8,107,1004,15,24.9,325.3,28.1,10,30,2022-07-01T05:26:10,2022-07-01T19:55:19,0.03,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/2/22,35,24.5,28.4,35.4,24.5,28.9,18.4,56.4,0.6,100,8.33,rain,0,0,43.2,36.4,112.7,1003.9,66.1,24.3,229.5,19.7,9,10,2022-07-02T05:26:36,2022-07-02T19:55:15,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"53959099999,remote"
Linyi,7/3/22,35.9,22.6,28.8,36.4,22.6,30,19.1,57.3,0.1,100,4.17,rain,0,0,43.2,26.3,119.4,1000.8,18.2,25.9,286.1,24.7,10,30,2022-07-03T05:27:03,2022-07-03T19:55:10,0.08,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,7/4/22,38.4,24.6,30.7,38.8,24.6,31.8,19.6,55,0,0,0,,0,0,39.2,29.9,114.7,999,0.5,25,337,29.1,10,30,2022-07-04T05:27:31,2022-07-04T19:55:02,0.12,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/5/22,34.8,25,29.6,35.6,25,30.2,18.7,54.8,0.1,100,4.17,rain,0,0,46.8,29.9,177.1,1000.1,26.6,25.1,235.5,20.2,8,10,2022-07-05T05:28:00,2022-07-05T19:54:54,0.17,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,rain,"53959099999,remote"
Linyi,7/6/22,37.1,21.7,29.3,35.7,21.7,28.9,15.1,48.3,0,0,0,,0,0,43.2,18.4,238.5,1001.3,3.5,24.4,346.8,29.8,10,10,2022-07-06T05:28:31,2022-07-06T19:54:43,0.22,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/7/22,39.9,24.1,32.1,37.4,24.1,31.2,12.8,35.5,0,0,0,,0,0,49.3,29.9,120.9,1001.5,0,25.1,347.1,29.9,10,10,2022-07-07T05:29:02,2022-07-07T19:54:31,0.27,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/8/22,40.6,24.6,32.7,40,24.6,31.8,11.7,30.8,0,0,0,,0,0,42.1,20.9,141.6,999.7,0,25.9,346,29.7,10,10,2022-07-08T05:29:34,2022-07-08T19:54:17,0.33,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/9/22,40.7,26.2,33.3,40.6,26.2,33.4,14.3,33.8,0,0,0,,0,0,45.7,32.8,97.7,998,19.6,25.9,331.7,28.6,10,10,2022-07-09T05:30:08,2022-07-09T19:54:01,0.38,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/10/22,38,25.8,31.5,44.1,25.8,34.3,21.3,56.9,4,100,4.17,rain,0,0,86.4,37.1,110.1,998.1,32.7,25.4,293.1,25.2,9,60,2022-07-10T05:30:42,2022-07-10T19:53:43,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"53959099999,remote"
Linyi,7/11/22,30.6,23.2,25.9,33.9,23.2,26.4,19.9,69.8,4.2,100,25,rain,0,0,86.4,31,120.2,1000.4,65.4,23.8,215.5,18.4,8,10,2022-07-11T05:31:17,2022-07-11T19:53:24,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"53959099999,remote"
Linyi,7/12/22,31.8,22.2,26.1,34,22.2,27.1,20.9,74.4,0.1,100,4.17,rain,0,0,43.2,14,64.6,1001.4,60.7,23.6,173.8,15.1,9,10,2022-07-12T05:31:52,2022-07-12T19:53:03,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"53959099999,remote"
Linyi,7/13/22,30.1,23.7,26,32.1,23.7,26.7,21.5,77.2,13.1,100,16.67,rain,0,0,21.6,13.7,112.5,1002.6,57.9,21.5,134.1,11.5,8,10,2022-07-13T05:32:29,2022-07-13T19:52:41,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,7/14/22,34.4,23.6,28.6,44.3,23.6,31.2,22.2,69.7,5,100,41.67,rain,0,0,28.8,18,103.9,1001.3,32.7,20.5,247,21.3,9,30,2022-07-14T05:33:06,2022-07-14T19:52:17,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,7/15/22,31.7,23.9,27.6,39.2,23.9,29.9,23.1,77.1,7.3,100,8.33,rain,0,0,28.8,19.1,52.1,1000.4,59.6,17.5,187.1,16.1,6,30,2022-07-15T05:33:44,2022-07-15T19:51:51,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"53959099999,remote"
Linyi,7/16/22,27.8,21.9,24.5,29.9,21.9,24.8,21.9,86.4,32,100,12.5,rain,0,0,46.8,29.5,236.5,1001.3,56.2,16.7,172.5,15.1,8,10,2022-07-16T05:34:23,2022-07-16T19:51:24,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"53959099999,remote"
Linyi,7/17/22,34.2,21.9,27.5,35.3,21.9,27.6,17.5,59.1,0,0,0,,0,0,36,21.2,270.7,1002.5,32.6,24.5,308,26.6,9,10,2022-07-17T05:35:02,2022-07-17T19:50:54,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,7/18/22,32.9,21.7,27.3,32.6,21.7,27.4,17,56.3,0,0,0,,0,0,21.6,16.2,188,1002.7,57.6,23.7,189.8,16.6,7,10,2022-07-18T05:35:42,2022-07-18T19:50:24,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"53959099999,remote"
Linyi,7/19/22,26.5,17,20,26.5,17,20,17.4,86,18.6,100,20.83,rain,0,0,40.7,24.8,199.3,1007,66.7,14.2,12.9,1.2,1,10,2022-07-19T05:36:22,2022-07-19T19:49:51,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,7/20/22,28.7,16.7,22.6,29.2,16.7,22.7,16.7,72.1,3.1,100,8.33,rain,0,0,21.6,13.3,226.8,1006.8,24.8,22.4,313.3,27.1,9,10,2022-07-20T05:37:03,2022-07-20T19:49:17,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"53959099999,remote"
Linyi,7/21/22,33.7,19.7,27,37.2,19.7,27.3,17,57,0,0,0,,0,0,26.6,20.2,117.6,1006.5,8.8,23.4,334.8,28.9,10,10,2022-07-21T05:37:45,2022-07-21T19:48:42,0.8,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/22/22,27.9,19.4,21.4,29,19.4,21.5,18.6,85.5,33,100,20.83,rain,0,0,46.8,18,205.2,1008.5,65,14.3,29.8,2.5,2,10,2022-07-22T05:38:27,2022-07-22T19:48:04,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,7/23/22,30,17.7,23.4,30.6,17.7,23.4,16.9,70.9,0,0,0,,0,0,21.6,10.8,180.2,1007.1,0.5,22.2,335.5,29,10,10,2022-07-23T05:39:09,2022-07-23T19:47:26,0.89,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/24/22,33.9,19.2,27.1,36.6,19.2,27.5,16.5,54.7,0,0,0,,0,0,32.8,18,115.6,1003.4,0,23.3,334.4,28.9,10,10,2022-07-24T05:39:52,2022-07-24T19:46:45,0.93,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/25/22,33.8,22.9,28.1,37.1,22.9,29.6,20.1,62.8,0.9,100,25,rain,0,0,36,21.6,94.9,1002.1,16.7,24.5,303.3,26.2,9,60,2022-07-25T05:40:35,2022-07-25T19:46:04,0.96,Rain,Clear conditions throughout the day with rain.,rain,"53959099999,remote"
Linyi,7/26/22,32,22.2,27.1,38.5,22.2,28.8,21.1,70.4,1,100,25,rain,0,0,36,20.2,101.3,1002.8,5.3,24.7,311.3,27,9,60,2022-07-26T05:41:19,2022-07-26T19:45:20,0.98,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,7/27/22,27.9,22.1,24.5,31.1,22.1,24.9,21,81.4,7.8,100,16.67,rain,0,0,50.4,21.2,139.8,1005.8,63.7,18.5,146.9,12.7,7,30,2022-07-27T05:42:02,2022-07-27T19:44:35,1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"53959099999,remote"
Linyi,7/28/22,31.6,20.3,25.7,33.1,20.3,25.9,18.1,66.2,0.1,100,4.17,rain,0,0,21.6,8.3,163.2,1006.6,1.3,22.9,328.7,28.3,10,30,2022-07-28T05:42:46,2022-07-28T19:43:49,1,Rain,Clear conditions throughout the day with early morning rain.,rain,"53959099999,remote"
Linyi,7/29/22,33,21.7,27.4,33.8,21.7,27.6,18.1,59.9,0,0,0,,0,0,27,22,110.1,1006,6.1,23.2,327.8,28.2,10,10,2022-07-29T05:43:31,2022-07-29T19:43:01,0,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/30/22,31.9,22,26.9,32.6,22,27.1,18.2,60.8,0,0,0,,0,0,39.6,25.2,105.3,1005.3,0,24.1,323.5,28,10,5,2022-07-30T05:44:15,2022-07-30T19:42:12,0.01,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,7/31/22,33.4,22.4,27.8,35.2,22.4,28.5,18.9,59.9,0,0,0,,0,0,33.1,21.6,111.7,1003.9,0,23.7,320,27.7,9,10,2022-07-31T05:45:00,2022-07-31T19:41:21,0.04,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,8/1/22,33.9,23.1,28.5,36.8,23.1,29.5,19.3,59.1,0,0,0,,0,0,30.2,24.1,97.9,1003.9,0,24.4,317.5,27.6,9,10,2022-08-01T05:45:45,2022-08-01T19:40:29,0.07,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,8/2/22,34.3,23.9,29,37.5,23.9,30.6,19.8,58.2,0,0,0,,0,0,41.8,27,132.1,1004.5,3.3,24.6,311.2,26.8,9,30,2022-08-02T05:46:30,2022-08-02T19:39:36,0.1,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,8/3/22,35.7,24.8,30.1,38,24.8,31.7,20,56.2,0,0,0,,0,0,34.2,26.3,113.2,1004.6,7.9,23.8,305.8,26.3,9,30,2022-08-03T05:47:16,2022-08-03T19:38:41,0.14,Clear,Clear conditions throughout the day.,clear-day,"53959099999,remote"
Linyi,8/4/22,36.7,25.7,31.2,39,25.7,33.1,20.3,53.9,0,0,0,,0,0,34.9,18.7,106.7,1004.1,9.7,24.1,308,26.5,9,30,2022-08-04T05:48:01,2022-08-04T19:37:45,0.2,Clear,Clear conditions throughout the day.,clear-day,remote
Linyi,8/5/22,37.6,26.3,31.6,39.5,26.3,33.5,20.2,53.2,3,100,25,rain,0,0,32.4,13.7,102.5,1002.5,2.9,22.8,307.1,26.5,9,30,2022-08-05T05:48:46,2022-08-05T19:36:48,0.25,Rain,Clear conditions throughout the day with storms possible.,rain,remote
Linyi,8/6/22,38.5,27.6,32.7,41.1,29.2,35,20,48.5,0,4.8,0,,0,0,33.5,22.7,107.7,999.6,6.7,24.1,308,26.7,9,10,2022-08-06T05:49:32,2022-08-06T19:35:49,0.31,Clear,Clear conditions throughout the day.,clear-day,
Linyi,8/7/22,38.7,27.8,33,42.4,29.3,35.7,20.4,48.6,0,0,0,,0,0,43.9,19.4,117,998.8,85.3,24.1,293.5,25.3,9,30,2022-08-07T05:50:18,2022-08-07T19:34:50,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Linyi,8/8/22,39.6,29.4,33.5,43.7,32.2,37.4,21.9,51.8,0,61.9,0,rain,0,0,43.2,27.7,113,999.1,83.8,24.1,277.5,24,9,30,2022-08-08T05:51:03,2022-08-08T19:33:49,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Linyi,8/9/22,31.3,25.8,29.3,35.1,25.8,32.5,22.4,66.6,0.1,61.9,4.17,rain,0,0,40.3,29.2,109,1001.5,77.2,24.1,267,23,8,10,2022-08-09T05:51:49,2022-08-09T19:32:46,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain.,rain,
Linyi,8/10/22,33.4,22.5,27.6,36.9,22.5,29.2,20.6,66.6,0,33.3,0,,0,0,41,22.3,105.1,1001.1,76.5,24.1,325.6,28.1,9,10,2022-08-10T05:52:35,2022-08-10T19:31:43,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Linyi,8/11/22,39.2,26,32.1,42.1,26,34.4,20.6,52.8,0,52.4,0,rain,0,0,16.7,11.2,131.3,997.9,36.1,24.1,297,25.6,9,30,2022-08-11T05:53:21,2022-08-11T19:30:39,0.5,"Rain, Partially cloudy",Becoming cloudy in the afternoon with storms possible.,rain,
Linyi,8/12/22,40.1,29.7,33.2,42.5,31.9,35.9,20.5,48.6,0.2,42.9,4.17,rain,0,0,40.3,30.6,90.3,998.3,51.3,24.1,265.3,22.8,9,30,2022-08-12T05:54:06,2022-08-12T19:29:33,0.5,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Linyi,8/13/22,35.1,25.7,30.5,40.3,25.7,33.7,21.9,60.7,0,42.9,0,,0,0,36,31.3,96.7,999.8,60,24.1,290.3,25.2,9,30,2022-08-13T05:54:52,2022-08-13T19:28:26,0.52,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Linyi,8/14/22,33.3,26.5,29.9,37,26.5,32.6,21.7,62.5,2.9,38.1,16.67,rain,0,0,25.2,20.2,140.3,1000,91.8,23.2,190.1,16.5,6,10,2022-08-14T05:55:38,2022-08-14T19:27:18,0.54,Overcast,Cloudy skies throughout the day.,cloudy,
Linyi,8/15/22,35.6,26.7,29.5,39.8,26.7,32,21.3,62.1,0.1,42.9,4.17,rain,0,0,49.3,31,89.3,1002.3,72.8,24.1,216.4,19.3,8,30,2022-08-15T05:56:23,2022-08-15T19:26:10,0.58,Partially cloudy,Partly cloudy throughout the day with storms possible.,partly-cloudy-day,
Linyi,8/16/22,25.9,17.1,20.8,25.9,17.1,20.8,17.6,82.1,12.5,38.1,25,rain,0,0,43.2,30.2,72.1,1006.1,98.8,19.9,25,2.1,1,10,2022-08-16T05:57:09,2022-08-16T19:25:00,0.62,Overcast,Cloudy skies throughout the day.,cloudy,
Linyi,8/17/22,26.6,17.1,21.2,26.6,17.1,21.2,16.1,73.2,1.5,38.1,12.5,rain,0,0,32,21.6,84.6,1006.9,72.6,22.7,229.8,19.7,8,10,2022-08-17T05:57:54,2022-08-17T19:23:49,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Linyi,8/18/22,25.8,19.5,22,25.8,19.5,22,17.6,76.4,0,38.1,0,,0,0,36,26.3,100.7,1005.4,77,24.1,230.5,20.1,7,10,2022-08-18T05:58:40,2022-08-18T19:22:38,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,
Linyi,8/19/22,24.5,19.9,21.3,24.5,19.9,21.3,18.6,84.4,5.6,28.6,25,rain,0,0,29.2,16.1,159,1006.8,97.5,23.4,43.1,4,2,10,2022-08-19T05:59:25,2022-08-19T19:21:25,0.77,Overcast,Cloudy skies throughout the day.,cloudy,